"45"	3309.38
"79"	3790.57
"96"	3924.230000000001
"23"	4042.649999999999
"99"	4172.29
"75"	4178.500000000001
"36"	4278.049999999999
"98"	4297.26
"47"	4316.3
"77"	4327.73
"13"	4367.619999999999
"48"	4384.330000000001
"49"	4394.6
"94"	4475.569999999999
"67"	4505.789999999998
"50"	4517.2699999999995
"78"	4524.51
"5"	4561.07
"57"	4628.4000000000015
"83"	4635.799999999999
"91"	4642.26
"74"	4647.13
"84"	4652.9400000000005
"3"	4659.63
"12"	4664.589999999999
"66"	4681.920000000001
"56"	4701.020000000001
"21"	4707.409999999999
"80"	4727.8600000000015
"14"	4735.030000000001
"37"	4735.2
"7"	4755.07
"44"	4756.89
"31"	4765.050000000003
"82"	4812.489999999998
"4"	4815.049999999999
"10"	4819.7
"88"	4830.550000000001
"20"	4836.86
"89"	4851.479999999999
"95"	4876.840000000001
"38"	4898.459999999999
"76"	4904.209999999998
"86"	4908.8099999999995
"27"	4915.8899999999985
"18"	4921.27
"53"	4945.300000000002
"1"	4958.600000000001
"51"	4975.220000000002
"16"	4979.060000000001
"30"	4990.720000000002
"28"	5000.710000000001
"22"	5019.45
"29"	5032.529999999999
"17"	5032.680000000001
"60"	5040.710000000001
"25"	5057.61
"19"	5059.429999999998
"81"	5112.709999999998
"69"	5123.009999999999
"65"	5140.3499999999985
"11"	5152.29
"35"	5155.42
"40"	5186.4299999999985
"87"	5206.399999999999
"52"	5245.059999999999
"26"	5250.4
"62"	5253.32
"33"	5254.659999999999
"24"	5259.920000000001
"93"	5265.750000000001
"64"	5288.69
"90"	5290.409999999998
"55"	5298.09
"9"	5322.65
"34"	5330.799999999999
"72"	5337.440000000001
"70"	5368.250000000001
"43"	5368.829999999999
"92"	5379.279999999999
"6"	5397.88
"15"	5413.510000000001
"63"	5415.150000000001
"58"	5437.73
"32"	5496.049999999999
"61"	5497.48
"85"	5503.43
"8"	5517.240000000001
"0"	5524.950000000002
"41"	5637.620000000001
"59"	5642.8899999999985
"42"	5696.840000000002
"46"	5963.109999999999
"97"	5977.19
"2"	5994.590000000001
"71"	5995.660000000002
"54"	6065.39
"39"	6193.110000000002
"73"	6206.199999999997
"68"	6375.449999999999
