"0"	5524.950000000002
"1"	4958.600000000001
"10"	4819.7
"11"	5152.29
"12"	4664.589999999999
"13"	4367.619999999999
"14"	4735.030000000001
"15"	5413.510000000001
"16"	4979.060000000001
"17"	5032.680000000001
"18"	4921.27
"19"	5059.429999999998
"2"	5994.590000000001
"20"	4836.86
"21"	4707.409999999999
"22"	5019.45
"23"	4042.649999999999
"24"	5259.920000000001
"25"	5057.61
"26"	5250.4
"27"	4915.8899999999985
"28"	5000.710000000001
"29"	5032.529999999999
"3"	4659.63
"30"	4990.720000000002
"31"	4765.050000000003
"32"	5496.049999999999
"33"	5254.659999999999
"34"	5330.799999999999
"35"	5155.42
"36"	4278.049999999999
"37"	4735.2
"38"	4898.459999999999
"39"	6193.110000000002
"4"	4815.049999999999
"40"	5186.4299999999985
"41"	5637.620000000001
"42"	5696.840000000002
"43"	5368.829999999999
"44"	4756.89
"45"	3309.38
"46"	5963.109999999999
"47"	4316.3
"48"	4384.330000000001
"49"	4394.6
"5"	4561.07
"50"	4517.2699999999995
"51"	4975.220000000002
"52"	5245.059999999999
"53"	4945.300000000002
"54"	6065.39
"55"	5298.09
"56"	4701.020000000001
"57"	4628.4000000000015
"58"	5437.73
"59"	5642.8899999999985
"6"	5397.88
"60"	5040.710000000001
"61"	5497.48
"62"	5253.32
"63"	5415.150000000001
"64"	5288.69
"65"	5140.3499999999985
"66"	4681.920000000001
"67"	4505.789999999998
"68"	6375.449999999999
"69"	5123.009999999999
"7"	4755.07
"70"	5368.250000000001
"71"	5995.660000000002
"72"	5337.440000000001
"73"	6206.199999999997
"74"	4647.13
"75"	4178.500000000001
"76"	4904.209999999998
"77"	4327.73
"78"	4524.51
"79"	3790.57
"8"	5517.240000000001
"80"	4727.8600000000015
"81"	5112.709999999998
"82"	4812.489999999998
"83"	4635.799999999999
"84"	4652.9400000000005
"85"	5503.43
"86"	4908.8099999999995
"87"	5206.399999999999
"88"	4830.550000000001
"89"	4851.479999999999
"9"	5322.65
"90"	5290.409999999998
"91"	4642.26
"92"	5379.279999999999
"93"	5265.750000000001
"94"	4475.569999999999
"95"	4876.840000000001
"96"	3924.230000000001
"97"	5977.19
"98"	4297.26
"99"	4172.29
